Time,TC1_tip,TC2,TC3,TC4,TC5,TC6,TC7,Theoretical_Temps_1,Theoretical_Temps_2,Theoretical_Temps_3,Theoretical_Temps_4,Theoretical_Temps_5,Theoretical_Temps_6,Theoretical_Temps_7,Theoretical_Temps_8,Theoretical_Temps_9,Theoretical_Temps_10,Theoretical_Temps_11,h,flux,abs,surf
10,360.53,359.21,359.69,358.91,350.77,250.68,171.86,389.70741827,420.536960360441,394.85830796533,357.119914100281,330.060411347958,314.765429883515,307.045823417043,303.373042231707,301.798589763742,301.508158713444,301.714386470072,0.084,25900,90,0.98
11,360.51,359.18,359.66,358.92,350.91,250.88,172.15,389.837601779575,420.685742470015,395.009819407318,357.235633393964,330.13231113972,314.804225906842,307.065195667609,303.382601678266,301.80399055135,301.512835973002,301.719063729631,0.084,25900,90,0.98
12,360.48,359.15,359.62,358.94,351.09,251.01,172.43,389.967583289605,420.834301332931,395.161186124457,357.351315412898,330.204236152653,314.843062300162,307.084592914575,303.39217565178,301.809400567181,301.517521508758,301.723749265387,0.084,25900,90,0.98
13,360.44,359.11,359.59,358.96,351.27,251.1,172.71,390.097363204334,420.98263718452,395.312408204529,357.466959987457,330.276186217218,314.881965123047,307.104015158688,303.401764166219,301.814819823219,301.522215331739,301.728443088368,0.084,25900,90,0.98
14,360.42,359.07,359.57,358.99,351.36,251.16,172.74,390.226941932897,421.130750259477,395.463485731775,357.58256694777,330.348161163912,314.92090349501,307.123462400545,303.411367235514,301.820248331454,301.526917452983,301.733145209611,0.084,25900,90,0.98
15,360.4,359.04,359.55,359.02,351.46,251.23,172.84,390.356319880218,421.278640793523,395.614418793001,357.698136125581,330.420160823708,314.959877353461,307.142934640601,303.420984873553,301.825686103879,301.531627883538,301.737855640167,0.084,25900,90,0.98
16,360.36,359.01,359.52,359.03,351.55,251.3,172.96,390.485497452957,421.426309022703,395.76520747353,357.813667353005,330.492185027759,314.998886635624,307.162431879159,303.430617094182,301.831133152491,301.536346634466,301.742574391094,0.084,25900,90,0.98
17,360.35,358.98,359.51,359.06,351.67,251.41,173.12,390.614475051884,421.573755183683,395.915851862423,357.929160464101,330.564233607769,315.037931278597,307.181954116379,303.44026391121,301.836589489294,301.541073716837,301.747301473465,0.084,25900,90,0.98
18,360.35,358.97,359.5,359.09,351.8,251.58,173.37,390.743253081651,421.720979513541,396.066352045908,358.0446152929,330.636306395536,315.077011219288,307.201501352274,303.4499253384,301.842055126294,301.545809141733,301.752036898361,0.084,25900,90,0.98
19,360.35,358.96,359.49,359.13,351.94,251.89,173.67,390.871831944126,421.867982249902,396.216708111758,358.160031674695,330.708403223249,315.116126394454,307.221073586704,303.459601389472,301.847530075499,301.550552920246,301.756780676874,0.084,25900,90,0.98
20,360.36,358.94,359.47,359.17,352.08,252.25,173.97,391.000212039915,422.014763630802,396.366920148284,358.275409445781,330.780523923451,315.155276740707,307.240670819395,303.46929207811,301.853014348925,301.555305063479,301.761532820108,0.084,25900,90,0.98
21,360.37,358.93,359.46,359.21,352.28,252.57,174.47,391.128393767813,422.161323894545,396.516988244797,358.39074844355,330.852668329028,315.194462194504,307.260293049918,303.478997417949,301.858507958587,301.560065582547,301.766293339175,0.084,25900,90,0.98
22,360.38,358.91,359.43,359.25,352.47,252.86,174.9,391.256377528492,422.307663280541,396.666912489098,358.506048505734,330.924836273064,315.233682692133,307.2799402777,303.488717422586,301.864010916508,301.564834488572,301.771062245201,0.084,25900,90,0.98
23,360.37,358.9,359.41,359.29,352.59,253.14,175.17,391.384163719466,422.453782028212,396.816692970744,358.621309471436,330.997027589072,315.272938169745,307.299612502024,303.498452105574,301.869523234712,301.56961179269,301.775839549319,0.084,25900,90,0.98
24,360.37,358.9,359.4,359.32,352.73,253.45,175.47,391.511752735599,422.599680376868,396.966329780882,358.736531180984,331.069242110953,315.312228563351,307.319309722028,303.508201480421,301.875044925226,301.574397506044,301.780625262673,0.084,25900,90,0.98
