Time,TC1_tip,TC2,TC3,TC4,TC_9_5,Theoretical_Temps_1,Theoretical_Temps_2,Theoretical_Temps_3,Theoretical_Temps_4,Theoretical_Temps_5,Theoretical_Temps_6,Theoretical_Temps_7,Theoretical_Temps_8,Theoretical_Temps_9,Theoretical_Temps_10,Theoretical_Temps_11,h,flux,abs,surf
94,365.12,367.75,343.98,206.98,24.27,319.368835408572,341.395571425993,341.395571425993,341.395571425993,341.395571425993,341.395571425993,341.395571425993,341.395571425993,341.395571425993,341.395571425993,370.98999370204,0.0375,25900,25,0.98
95,365.15,367.82,343.99,207.3,24.28,319.533497877714,341.578607507068,341.578607507068,341.578607507068,341.578607507068,341.578607507068,341.578607507068,341.578607507068,341.578607507068,341.578607507068,371.173029783115,0.0375,25900,25,0.98
96,365.19,367.89,344.05,207.57,24.51,319.698085381978,341.761570466179,341.761570466179,341.761570466179,341.761570466179,341.761570466179,341.761570466179,341.761570466179,341.761570466179,341.761570466179,371.355992742226,0.0375,25900,25,0.98
97,365.23,367.97,344.1,207.87,24.59,319.862597906514,341.944460275705,341.944460275705,341.944460275705,341.944460275705,341.944460275705,341.944460275705,341.944460275705,341.944460275705,341.944460275705,371.538882551752,0.0375,25900,25,0.98
98,365.26,368.03,344.16,208.17,24.55,320.027035436528,342.127276908081,342.127276908081,342.127276908081,342.127276908081,342.127276908081,342.127276908081,342.127276908081,342.127276908081,342.127276908081,371.721699184128,0.0375,25900,25,0.98
99,365.29,368.1,344.21,208.32,24.5,320.191397957278,342.310020335796,342.310020335796,342.310020335796,342.310020335796,342.310020335796,342.310020335796,342.310020335796,342.310020335796,342.310020335796,371.904442611844,0.0375,25900,25,0.98
100,365.34,368.2,344.32,208.42,24.65,320.355685454079,342.492690531399,342.492690531399,342.492690531399,342.492690531399,342.492690531399,342.492690531399,342.492690531399,342.492690531399,342.492690531399,372.087112807446,0.0375,25900,25,0.98
101,365.38,368.29,344.41,208.37,24.47,320.519897912302,342.675287467491,342.675287467491,342.675287467491,342.675287467491,342.675287467491,342.675287467491,342.675287467491,342.675287467491,342.675287467491,372.269709743538,0.0375,25900,25,0.98
102,365.42,368.36,344.49,208.35,24.6,320.684035317371,342.857811116732,342.857811116732,342.857811116732,342.857811116732,342.857811116732,342.857811116732,342.857811116732,342.857811116732,342.857811116732,372.452233392779,0.0375,25900,25,0.98
103,365.46,368.43,344.6,208.45,24.66,320.848097654766,343.040261451836,343.040261451836,343.040261451836,343.040261451836,343.040261451836,343.040261451836,343.040261451836,343.040261451836,343.040261451836,372.634683727883,0.0375,25900,25,0.98
104,365.49,368.49,344.71,208.64,24.58,321.012084910022,343.222638445577,343.222638445577,343.222638445577,343.222638445577,343.222638445577,343.222638445577,343.222638445577,343.222638445577,343.222638445577,372.817060721624,0.0375,25900,25,0.98
105,365.53,368.55,344.76,208.85,24.41,321.175997068729,343.404942070781,343.404942070781,343.404942070781,343.404942070781,343.404942070781,343.404942070781,343.404942070781,343.404942070781,343.404942070781,372.999364346828,0.0375,25900,25,0.98
106,365.57,368.62,344.83,209.01,24.52,321.339834116531,343.587172300333,343.587172300333,343.587172300333,343.587172300333,343.587172300333,343.587172300333,343.587172300333,343.587172300333,343.587172300333,373.18159457638,0.0375,25900,25,0.98
107,365.6,368.69,344.88,209.25,24.57,321.50359603913,343.769329107174,343.769329107174,343.769329107174,343.769329107174,343.769329107174,343.769329107174,343.769329107174,343.769329107174,343.769329107174,373.363751383221,0.0375,25900,25,0.98
108,365.64,368.76,344.92,209.42,24.39,321.667282822279,343.951412464301,343.951412464301,343.951412464301,343.951412464301,343.951412464301,343.951412464301,343.951412464301,343.951412464301,343.951412464301,373.545834740348,0.0375,25900,25,0.98
109,365.68,368.86,344.98,209.53,24.43,321.83089445179,344.133422344768,344.133422344768,344.133422344768,344.133422344768,344.133422344768,344.133422344768,344.133422344768,344.133422344768,344.133422344768,373.727844620815,0.0375,25900,25,0.98
110,365.73,368.97,345.08,209.49,24.46,321.994430913527,344.315358721684,344.315358721684,344.315358721684,344.315358721684,344.315358721684,344.315358721684,344.315358721684,344.315358721684,344.315358721684,373.909780997732,0.0375,25900,25,0.98
111,365.76,369.03,345.16,209.26,24.29,322.157892193413,344.497221568218,344.497221568218,344.497221568218,344.497221568218,344.497221568218,344.497221568218,344.497221568218,344.497221568218,344.497221568218,374.091643844265,0.0375,25900,25,0.98
112,365.81,369.1,345.24,209.05,24.55,322.321278277421,344.679010857592,344.679010857592,344.679010857592,344.679010857592,344.679010857592,344.679010857592,344.679010857592,344.679010857592,344.679010857592,374.273433133639,0.0375,25900,25,0.98
113,365.84,369.17,345.28,209.0,24.58,322.484589151583,344.860726563087,344.860726563087,344.860726563087,344.860726563087,344.860726563087,344.860726563087,344.860726563087,344.860726563087,344.860726563087,374.455148839134,0.0375,25900,25,0.98
